ProductKey,ProductId,Product Name,Product SubCategory,Product Category,Product Description,Product Color,Product Model Name,Reorder Point,Standard Cost,Source System Code,Start Date,End Date,Product Status
238,759,"HL Road Frame - Red, 62",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,91,486.7066,1,55:52.0,02:07.0,Outdate
239,760,"HL Road Frame - Red, 62",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Outdate
240,762,"HL Road Frame - Red, 62",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Current
241,763,"HL Road Frame - Red, 44",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Outdate
242,764,"HL Road Frame - Red, 44",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Outdate
243,765,"HL Road Frame - Red, 44",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Current
244,766,"HL Road Frame - Red, 48",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Outdate
245,767,"HL Road Frame - Red, 48",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Outdate
246,768,"HL Road Frame - Red, 48",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Current
247,769,"HL Road Frame - Red, 52",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,91,486.7066,1,55:52.0,02:07.0,Outdate
248,770,"HL Road Frame - Red, 52",Road Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,486.7066,1,55:52.0,NULL,Outdate
249,772,"HL Road Frame - Red, 52",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,1912.1544,1,55:52.0,NULL,Current
250,773,"HL Road Frame - Red, 56",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,1912.1544,1,55:52.0,NULL,Outdate
251,774,"HL Road Frame - Red, 56",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,1912.1544,1,55:52.0,NULL,Outdate
252,775,"HL Road Frame - Red, 56",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,HL Road Frame,75,1898.0944,1,55:52.0,NULL,Current
253,776,"LL Road Frame - Black, 58",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,75,1898.0944,1,55:52.0,NULL,Outdate
254,777,"LL Road Frame - Black, 58",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,75,1898.0944,1,55:52.0,NULL,Outdate
255,778,"LL Road Frame - Black, 58",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,75,1898.0944,1,55:52.0,NULL,Current
256,779,"LL Road Frame - Black, 60",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,91,1265.6195,1,55:52.0,02:07.0,Outdate
257,780,"LL Road Frame - Black, 60",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,75,1265.6195,1,55:52.0,NULL,Outdate
258,782,"LL Road Frame - Black, 60",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,75,1251.9813,1,55:52.0,NULL,Current
259,783,"LL Road Frame - Black, 62",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,75,1251.9813,1,55:52.0,NULL,Outdate
260,784,"LL Road Frame - Black, 62",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,75,1251.9813,1,55:52.0,NULL,Outdate
261,785,"LL Road Frame - Black, 62",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,75,598.4354,1,55:52.0,NULL,Current
262,786,"LL Road Frame - Red, 44",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,598.4354,1,55:52.0,NULL,Outdate
263,787,"LL Road Frame - Red, 44",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,598.4354,1,55:52.0,NULL,Outdate
264,788,"LL Road Frame - Red, 48",Mountain Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,598.4354,1,55:52.0,NULL,Outdate
265,789,"LL Road Frame - Red, 48",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,91,1518.7864,1,55:52.0,02:07.0,Outdate
266,790,"LL Road Frame - Red, 52",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,1518.7864,1,55:52.0,NULL,Outdate
267,792,"LL Road Frame - Red, 52",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,1554.9479,1,55:52.0,NULL,Outdate
268,793,"LL Road Frame - Red, 58",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,1554.9479,1,55:52.0,NULL,Outdate
269,794,"LL Road Frame - Red, 58",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,1554.9479,1,55:52.0,NULL,Outdate
270,795,"LL Road Frame - Red, 60",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,1554.9479,1,55:52.0,NULL,Outdate
271,796,"LL Road Frame - Red, 60",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,1554.9479,1,55:52.0,NULL,Outdate
272,797,"LL Road Frame - Red, 62",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,713.0798,1,55:52.0,NULL,Outdate
273,798,"LL Road Frame - Red, 62",Road Bikes,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,LL Road Frame,75,713.0798,1,55:52.0,NULL,Outdate
274,799,"ML Road Frame - Red, 44",Road Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,ML Road Frame,91,713.0798,1,55:52.0,02:07.0,Outdate
275,800,"ML Road Frame - Red, 48",Road Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,ML Road Frame,75,713.0798,1,55:52.0,NULL,Outdate
276,802,"ML Road Frame - Red, 52",Forks,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,ML Road Frame,375,65.8097,1,55:52.0,NULL,Outdate
277,803,"ML Road Frame - Red, 58",Forks,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,ML Road Frame,375,77.9176,1,55:52.0,NULL,Outdate
278,804,"ML Road Frame - Red, 60",Forks,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,ML Road Frame,375,101.8936,1,55:52.0,NULL,Outdate
279,805,"LL Road Frame - Black, 44",Headsets,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,375,15.1848,1,55:52.0,NULL,Outdate
280,806,"LL Road Frame - Black, 44",Headsets,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,375,45.4168,1,55:52.0,NULL,Outdate
281,807,"LL Road Frame - Black, 44",Headsets,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,375,55.3801,1,55:52.0,NULL,Current
282,808,"LL Road Frame - Black, 48",Handlebars,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,375,19.7758,1,55:52.0,NULL,Outdate
283,809,"LL Road Frame - Black, 48",Handlebars,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,454,27.4925,1,55:52.0,02:07.0,Outdate
284,810,"LL Road Frame - Black, 48",Handlebars,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,375,53.3999,1,55:52.0,NULL,Current
285,812,"LL Road Frame - Black, 52",Handlebars,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,375,27.4925,1,55:52.0,NULL,Outdate
286,813,"LL Road Frame - Black, 52",Handlebars,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,375,53.3999,1,55:52.0,NULL,Outdate
287,814,"LL Road Frame - Black, 52",Mountain Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,LL Road Frame,375,185.8193,1,55:52.0,NULL,Current
288,815,"HL Mountain Frame - Silver, 42",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,26.9708,1,55:52.0,NULL,Outdate
289,816,"HL Mountain Frame - Silver, 42",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,92.8071,1,55:52.0,NULL,Outdate
290,817,"HL Mountain Frame - Silver, 42",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,133.2955,1,55:52.0,NULL,Current
291,818,"HL Mountain Frame - Silver, 44",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,37.9909,1,55:52.0,NULL,Outdate
292,819,"HL Mountain Frame - Silver, 48",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,454,110.2829,1,55:52.0,02:07.0,Outdate
293,820,"HL Mountain Frame - Silver, 46",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,146.5466,1,55:52.0,NULL,Outdate
294,822,"HL Mountain Frame - Silver, 46",Road Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,360.9428,1,55:52.0,NULL,Outdate
295,823,"HL Mountain Frame - Silver, 46",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,38.9588,1,55:52.0,NULL,Current
296,824,"HL Mountain Frame - Black, 42",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,104.7951,1,55:52.0,NULL,Outdate
297,825,"HL Mountain Frame - Black, 42",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,145.2835,1,55:52.0,NULL,Outdate
298,826,"HL Mountain Frame - Black, 42",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,49.9789,1,55:52.0,NULL,Current
299,827,"HL Mountain Frame - Black, 44",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,122.2709,1,55:52.0,NULL,Outdate
300,828,"HL Mountain Frame - Black, 48",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,158.5346,1,55:52.0,NULL,Outdate
301,829,"HL Mountain Frame - Black, 46",Wheels,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,454,108.7844,1,55:52.0,02:07.0,Outdate
302,830,"HL Mountain Frame - Black, 46",Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,185.8193,1,55:52.0,NULL,Outdate
303,832,"HL Mountain Frame - Black, 46",Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,185.8193,1,55:52.0,NULL,Current
304,833,"HL Mountain Frame - Black, 38",Road Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,360.9428,1,55:52.0,NULL,Outdate
305,834,"HL Mountain Frame - Black, 38",Road Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,360.9428,1,55:52.0,NULL,Outdate
306,835,"HL Mountain Frame - Black, 38",Road Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,HL Mountain Frame,375,360.9428,1,55:52.0,NULL,Current
307,836,"HL Mountain Frame - Silver, 38",Road Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,360.9428,1,55:52.0,NULL,Outdate
308,837,"HL Mountain Frame - Silver, 38",Road Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,868.6342,1,55:52.0,NULL,Outdate
309,838,"HL Mountain Frame - Silver, 38",Road Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,HL Mountain Frame,375,868.6342,1,55:52.0,NULL,Current
310,839,"Road-150 Red, 62",Road Frames,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,Road-150,454,868.6342,1,55:52.0,02:07.0,Outdate
311,840,"Road-150 Red, 44",Road Frames,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,Road-150,375,868.6342,1,55:52.0,NULL,Outdate
312,842,"Road-150 Red, 48",Panniers,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,Road-150,3,51.5625,1,55:52.0,NULL,Outdate
313,843,"Road-150 Red, 52",Locks,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,Road-150,3,10.3125,1,55:52.0,NULL,Outdate
314,844,"Road-150 Red, 56",Pumps,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,Road-150,3,8.2459,1,55:52.0,NULL,Outdate
315,845,"Road-450 Red, 58",Pumps,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,Road-450,3,10.3084,1,55:52.0,NULL,Outdate
316,846,"Road-450 Red, 60",Lights,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,Road-450,3,5.7709,1,55:52.0,NULL,Outdate
317,847,"Road-450 Red, 44",Lights,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,Road-450,3,14.4334,1,55:52.0,NULL,Outdate
318,848,"Road-450 Red, 48",Lights,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,Road-450,3,18.5584,1,55:52.0,NULL,Outdate
319,849,"Road-450 Red, 52",Shorts,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,Road-450,3,24.7459,1,55:52.0,NULL,Outdate
320,850,"Road-650 Red, 58",Shorts,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,24.7459,1,55:52.0,NULL,Outdate
321,852,"Road-650 Red, 58",Tights,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,30.9334,1,55:52.0,NULL,Outdate
322,853,"Road-650 Red, 60",Tights,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,30.9334,1,55:52.0,NULL,Outdate
323,854,"Road-650 Red, 60",Tights,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,30.9334,1,55:52.0,NULL,Outdate
324,855,"Road-650 Red, 62",Bib-Shorts,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,37.1209,1,55:52.0,NULL,Outdate
325,856,"Road-650 Red, 62",Bib-Shorts,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,37.1209,1,55:52.0,NULL,Outdate
326,857,"Road-650 Red, 44",Bib-Shorts,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,37.1209,1,55:52.0,NULL,Outdate
327,858,"Road-650 Red, 44",Gloves,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,9.1593,1,55:52.0,NULL,Outdate
328,859,"Road-650 Red, 48",Gloves,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,9.1593,1,55:52.0,NULL,Outdate
329,860,"Road-650 Red, 48",Gloves,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,9.1593,1,55:52.0,NULL,Outdate
330,862,"Road-650 Red, 52",Gloves,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,15.6709,1,55:52.0,NULL,Outdate
331,863,"Road-650 Red, 52",Gloves,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,Road-650,3,15.6709,1,55:52.0,NULL,Outdate
332,864,"Road-650 Black, 58",Vests,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,23.749,1,55:52.0,NULL,Outdate
333,865,"Road-650 Black, 58",Vests,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,23.749,1,55:52.0,NULL,Outdate
334,866,"Road-650 Black, 60",Vests,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,23.749,1,55:52.0,NULL,Outdate
335,867,"Road-650 Black, 60",Shorts,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,26.1763,1,55:52.0,NULL,Outdate
336,868,"Road-650 Black, 62",Shorts,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,26.1763,1,55:52.0,NULL,Outdate
337,869,"Road-650 Black, 62",Shorts,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,26.1763,1,55:52.0,NULL,Outdate
338,870,"Road-650 Black, 44",Bottles and Cages,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,1.8663,1,55:52.0,NULL,Outdate
339,872,"Road-650 Black, 44",Bottles and Cages,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,3.3623,1,55:52.0,NULL,Outdate
340,873,"Road-650 Black, 48",Tires and Tubes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,0.8565,1,55:52.0,NULL,Outdate
341,874,"Road-650 Black, 48",Socks,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,3.3623,1,55:52.0,NULL,Outdate
342,875,"Road-650 Black, 52",Socks,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,3.3623,1,55:52.0,NULL,Outdate
343,876,"Road-650 Black, 52",Bike Racks,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,Road-650,3,44.88,1,55:52.0,NULL,Outdate
344,877,"Mountain-100 Silver, 38",Cleaners,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,Mountain-100,3,2.9733,1,55:52.0,NULL,Outdate
345,878,"Mountain-100 Silver, 42",Fenders,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,Mountain-100,3,8.2205,1,55:52.0,NULL,Outdate
346,879,"Mountain-100 Silver, 44",Bike Stands,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,Mountain-100,3,59.466,1,55:52.0,NULL,Outdate
347,880,"Mountain-100 Silver, 48",Hydration Packs,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,Mountain-100,3,20.5663,1,55:52.0,NULL,Outdate
348,882,"Mountain-100 Black, 38",Jerseys,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,Mountain-100,3,41.5723,1,55:52.0,NULL,Outdate
349,883,"Mountain-100 Black, 42",Jerseys,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,Mountain-100,3,41.5723,1,55:52.0,NULL,Outdate
350,884,"Mountain-100 Black, 44",Jerseys,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,Mountain-100,3,41.5723,1,55:52.0,NULL,Outdate
351,885,"Mountain-100 Black, 48",Touring Frames,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,Mountain-100,375,601.7437,1,55:52.0,NULL,Outdate
352,886,"Mountain-200 Silver, 38",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,Mountain-200,375,199.8519,1,55:52.0,NULL,Outdate
353,887,"Mountain-200 Silver, 38",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,Mountain-200,375,601.7437,1,55:52.0,NULL,Current
